"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.549","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.5954","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.5638","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.6009","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.4916","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.390617","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.3433","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.314065","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.316624","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.2578","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1987","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.2578","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.2578","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.2578","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","17.072506","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.997086","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.914467","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.780022","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.9358","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.547175","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.212244","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9878","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9878","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1986","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9878","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9878","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9878","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.053911","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.138569","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.0078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.9798","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.0078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.924271","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","16.034859","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.734943","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1985","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.474859","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","15.172086","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","14.7698","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","14.545578","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","14.288514","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","14.076624","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","14.067133","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.87905","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.873452","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.560925","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.349467","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","29-Feb-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.539807","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1984","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.626624","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.427175","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.2378","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.304675","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.3998","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.386689","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.2678","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","13.0378","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.9703","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.976035","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.905022","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.898467","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1983","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.843094","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.865447","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.4478","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.563514","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.360657","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.268388","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","12.1698","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","11.985925","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","11.584859","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","11.66905","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","11.132506","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","10.704467","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1982","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","10.250877","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1981","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","29-Feb-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1980","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Dec-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Nov-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Oct-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Sep-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Aug-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jul-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Jun-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-May-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","30-Apr-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Mar-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","28-Feb-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
"Bank Floating Average Exchange Rates  (PKR per National Currency)","31-Jan-1979","TS_GP_ER_FAERPKR_M.E00220","22 Average Exchange rate of Pak Rupees per U.S. Dollar","9.9078","PKR","Normal","","220","Average Exchange rate of Pak Rupees per U.S. Dollar"
